,codigo_iccs,subtipo_objeto_robado,nombre_objeto,cantidad,calibre,clase_arma,calidad_de,fabricacion,fecha_evento,hora_evento,tipo_lugar,lugar,codigo_zona,codigo_distrito,codigo_circuito,codigo_subcircuito,nombre_zona,nombre_distrito,nombre_circuito,nombre_subcircuito,codigo_provincia,codigo_canton,codigo_parroquia,nombre_provincia,nombre_canton,nombre_parroquia,tipo_delito
329,05.02.004,ARMA DE FUEGO,CARABINAS,1,.22,TIRO A TIRO,APREHENDIDO,ARTESANAL,14/1/2024,1:20,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 7,19D02,19D02C04,19D02C04S01,ZONA 7,PAQUISHA,ZUMBI,ZUMBI 1,19,1907,190753,ZAMORA CHINCHIPE,CENTINELA DEL CONDOR,PANGUINTZA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
330,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,INCAUTADA,IMPORTADA,14/1/2024,3:25,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D05,12D05C06,12D05C06S01,ZONA 5,VINCES,VINCES SUR,VINCES SUR 1,12,1208,120850,LOS RIOS,VINCES,VINCES,DELITOS CONTRA LA SEGURIDAD PÚBLICA
331,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,SEMI AUTOMÁTICO,APREHENDIDO,ARTESANAL,14/1/2024,0:10,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,23D01,23D01C06,23D01C06S01,ZONA 4,SANTO DOMINGO ESTE,UNIFICADOS,UNIFICADOS 1,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,TERRORISMO Y SU FINANCIACIÓN
332,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,0:10,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,23D01,23D01C06,23D01C06S01,ZONA 4,SANTO DOMINGO ESTE,UNIFICADOS,UNIFICADOS 1,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,TERRORISMO Y SU FINANCIACIÓN
333,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.32,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,0:10,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,23D01,23D01C06,23D01C06S01,ZONA 4,SANTO DOMINGO ESTE,UNIFICADOS,UNIFICADOS 1,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,TERRORISMO Y SU FINANCIACIÓN
334,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,TIRO A TIRO,APREHENDIDO,IMPORTADA,13/1/2024,14:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D05,08D05C04,08D05C04S02,ZONA 1,SAN LORENZO,CARONDELET,CARONDELET 2,8,805,80554,ESMERALDAS,SAN LORENZO,CARONDELET,DELITOS CONTRA LA SEGURIDAD PÚBLICA
335,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,13/1/2024,14:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D05,08D05C04,08D05C04S02,ZONA 1,SAN LORENZO,CARONDELET,CARONDELET 2,8,805,80554,ESMERALDAS,SAN LORENZO,CARONDELET,DELITOS CONTRA LA SEGURIDAD PÚBLICA
336,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,13/1/2024,14:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D05,08D05C04,08D05C04S02,ZONA 1,SAN LORENZO,CARONDELET,CARONDELET 2,8,805,80554,ESMERALDAS,SAN LORENZO,CARONDELET,DELITOS CONTRA LA SEGURIDAD PÚBLICA
337,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,13/1/2024,14:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D05,08D05C04,08D05C04S02,ZONA 1,SAN LORENZO,CARONDELET,CARONDELET 2,8,805,80554,ESMERALDAS,SAN LORENZO,CARONDELET,DELITOS CONTRA LA SEGURIDAD PÚBLICA
338,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,4:00,ENTIDADES PUBLICAS,FUERZA DE SEGURIDAD PÚBLICA Y DEL ESTADO,ZONA 1,08D04,08D04C02,08D04C02S02,ZONA 1,QUININDE,ROSA ZARATE,ROSA ZARATE 2,8,804,80450,ESMERALDAS,QUININDE,ROSA ZARATE (QUININDE),DELITOS CONTRA LA SEGURIDAD PÚBLICA
339,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.22,SE DESCONOCE,APREHENDIDO,IMPORTADA,13/1/2024,21:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D02,12D02C01,12D02C01S01,ZONA 5,PUEBLOVIEJO,PUEBLO VIEJO,PUEBLO VIEJO 1,12,1204,120450,LOS RIOS,PUEBLOVIEJO,PUEBLOVIEJO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
340,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,2:30,VIVIENDA/ALOJAMIENTO,CONJUNTO HABITACIONAL,ZONA 7,07D02,07D02C15,07D02C15S01,ZONA 7,MACHALA,LA FERROVIARIA,LA FERROVIARIA 1,7,701,70150,EL ORO,MACHALA,MACHALA,TERRORISMO Y SU FINANCIACIÓN
341,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,2:30,VIVIENDA/ALOJAMIENTO,CONJUNTO HABITACIONAL,ZONA 7,07D02,07D02C15,07D02C15S01,ZONA 7,MACHALA,LA FERROVIARIA,LA FERROVIARIA 1,7,701,70150,EL ORO,MACHALA,MACHALA,TERRORISMO Y SU FINANCIACIÓN
342,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,2:30,VIVIENDA/ALOJAMIENTO,CONJUNTO HABITACIONAL,ZONA 7,07D02,07D02C15,07D02C15S01,ZONA 7,MACHALA,LA FERROVIARIA,LA FERROVIARIA 1,7,701,70150,EL ORO,MACHALA,MACHALA,TERRORISMO Y SU FINANCIACIÓN
343,05.02.013,ARMA DE FUEGO,PISTOLAS,1,OTRO,SEMI AUTOMÁTICO,ABANDONADO,IMPORTADA,14/1/2024,2:30,VIVIENDA/ALOJAMIENTO,CONJUNTO HABITACIONAL,ZONA 7,07D02,07D02C15,07D02C15S01,ZONA 7,MACHALA,LA FERROVIARIA,LA FERROVIARIA 1,7,701,70150,EL ORO,MACHALA,MACHALA,TERRORISMO Y SU FINANCIACIÓN
344,05.02.009,ARMA DE FUEGO,LANZA GRANADA,1,.40,SE DESCONOCE,APREHENDIDO,ARTESANAL,14/1/2024,2:30,VIVIENDA/ALOJAMIENTO,CONJUNTO HABITACIONAL,ZONA 7,07D02,07D02C15,07D02C15S01,ZONA 7,MACHALA,LA FERROVIARIA,LA FERROVIARIA 1,7,701,70150,EL ORO,MACHALA,MACHALA,TERRORISMO Y SU FINANCIACIÓN
345,05.02.008,ARMA DE FUEGO,FUSILES,1,OTRO,AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,2:30,VIVIENDA/ALOJAMIENTO,CONJUNTO HABITACIONAL,ZONA 7,07D02,07D02C15,07D02C15S01,ZONA 7,MACHALA,LA FERROVIARIA,LA FERROVIARIA 1,7,701,70150,EL ORO,MACHALA,MACHALA,TERRORISMO Y SU FINANCIACIÓN
346,05.02.017,ARMA DE FUEGO,SUBAMETRALLADORA,1,.22,TIRO A TIRO,APREHENDIDO,IMPORTADA,12/1/2024,22:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,13D03,13D03C03,13D03C03S01,ZONA 4,JIPIJAPA,PARQUE CENTRAL,PARQUE CENTRAL 1,13,1306,130650,MANABI,JIPIJAPA,JIPIJAPA,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
347,05.02.012,ARMA DE FUEGO,OTROS ARMAS LARGAS,1,OTRO,SE DESCONOCE,DECOMISO,ARTESANAL,14/1/2024,4:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,21D02,21D02C04,21D02C04S02,ZONA 1,LAGO AGRIO,LAS PALMERAS,LAS PALMERAS 2,21,2101,210150,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
348,05.02.011,ARMA DE FUEGO,OTROS ARMAS CORTAS,1,9 mm,SE DESCONOCE,DECOMISO,IMPORTADA,14/1/2024,4:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,21D02,21D02C04,21D02C04S02,ZONA 1,LAGO AGRIO,LAS PALMERAS,LAS PALMERAS 2,21,2101,210150,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
349,05.02.011,ARMA DE FUEGO,OTROS ARMAS CORTAS,1,9 mm,SE DESCONOCE,DECOMISO,IMPORTADA,14/1/2024,4:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,21D02,21D02C04,21D02C04S02,ZONA 1,LAGO AGRIO,LAS PALMERAS,LAS PALMERAS 2,21,2101,210150,SUCUMBIOS,LAGO AGRIO,NUEVA LOJA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
350,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,5:40,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-MACHALA,ZONA 7,07D02,07D02C06,07D02C06S01,ZONA 7,MACHALA,GRAL SERRANO,GRAL SERRANO 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
351,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,5:40,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-MACHALA,ZONA 7,07D02,07D02C06,07D02C06S01,ZONA 7,MACHALA,GRAL SERRANO,GRAL SERRANO 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
352,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.38,SE DESCONOCE,INCAUTADA,IMPORTADA,14/1/2024,10:15,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D05,12D05C07,12D05C07S01,ZONA 5,VINCES,AUGUSTO VALENCIA,AUGUSTO VALENCIA 1,12,1208,120850,LOS RIOS,VINCES,VINCES,DELITOS CONTRA LA SEGURIDAD PÚBLICA
353,05.02.016,ARMA DE FUEGO,RIFLES,1,OTRO,SEMI AUTOMÁTICO,RECUPERADO,IMPORTADA,14/1/2024,10:00,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-AZOGUES,ZONA 6,03D01,03D01C02,03D01C02S01,ZONA 6,AZOGUES,AZOGUES NORTE,AZOGUES NORTE 1,3,301,30150,CAÑAR,AZOGUES,AZOGUES,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
354,05.02.013,ARMA DE FUEGO,PISTOLAS,1,.32,TIRO A TIRO,INCAUTADA,IMPORTADA,12/1/2024,13:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 5,12D06,12D06C04,12D06C04S01,ZONA 5,BUENA FE,BUENA FE ESTE,BUENA FE ESTE 1,12,1210,121050,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,DELITOS CONTRA LA SEGURIDAD PÚBLICA
355,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,14/1/2024,12:45,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D09,09D09C01,09D09C01S02,ZONA 8,CEIBOS,LOS CEIBOS,LOS CEIBOS 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
356,05.02.021,ARMA DE FUEGO,SE DESCONOCE,1,OTRO,SE DESCONOCE,APREHENDIDO,ARTESANAL,14/1/2024,16:20,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,13D07,13D07C05,13D07C05S01,ZONA 4,CHONE,SANTA RITA,SANTA RITA 1,13,1303,130350,MANABI,CHONE,CHONE,DELITOS CONTRA LA SEGURIDAD PÚBLICA
357,05.02.021,ARMA DE FUEGO,SE DESCONOCE,1,9 mm,SE DESCONOCE,ENCONTRADA,IMPORTADA,14/1/2024,12:40,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS RSCS MIXTO-TURI,ZONA 6,01D02,01D02C14,01D02C14S01,ZONA 6,CUENCA SUR,TURI,TURI 1,1,101,10169,AZUAY,CUENCA,TURI,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
358,05.02.004,ARMA DE FUEGO,CARABINAS,1,.22,SE DESCONOCE,APREHENDIDO,IMPORTADA,14/1/2024,15:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D03,08D03C03,08D03C03S02,ZONA 1,ATACAMES,CHAMANGA,CHAMANGA 2,8,803,80358,ESMERALDAS,MUISNE,SAN JOSE DE CHAMANGA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
359,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,14/1/2024,15:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D03,08D03C03,08D03C03S02,ZONA 1,ATACAMES,CHAMANGA,CHAMANGA 2,8,803,80358,ESMERALDAS,MUISNE,SAN JOSE DE CHAMANGA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
360,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,ARTESANAL,14/1/2024,15:30,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 1,08D03,08D03C03,08D03C03S02,ZONA 1,ATACAMES,CHAMANGA,CHAMANGA 2,8,803,80358,ESMERALDAS,MUISNE,SAN JOSE DE CHAMANGA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
361,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,TIRO A TIRO,DECOMISO,ARTESANAL,14/1/2024,16:30,VIVIENDA/ALOJAMIENTO,MEDIAGUA,ZONA 7,07D06,07D06C06,07D06C06S01,ZONA 7,SANTA ROSA,LAS PALMERAS,LAS PALMERAS 1,7,712,71250,EL ORO,SANTA ROSA,SANTA ROSA,DELITOS CONTRA LA SEGURIDAD PÚBLICA
362,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,RETENIDO,ARTESANAL,14/1/2024,15:00,LUGARES QUE PRESTAN SERVICIOS,GASOLINERA,ZONA 5,12D03,12D03C06,12D03C06S01,ZONA 5,QUEVEDO,DIVINO NIÑO,DIVINO NIÑO 1,12,1205,120550,LOS RIOS,QUEVEDO,QUEVEDO,TERRORISMO Y SU FINANCIACIÓN
363,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,13:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,0,0,0,0,0,MAR TERRITORIAL,MAR TERRITORIAL,MAR TERRITORIAL,0,0,0,MAR TERRITORIAL,MAR TERRITORIAL,MAR TERRITORIAL,TERRORISMO Y SU FINANCIACIÓN
364,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,13:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,0,0,0,0,0,MAR TERRITORIAL,MAR TERRITORIAL,MAR TERRITORIAL,0,0,0,MAR TERRITORIAL,MAR TERRITORIAL,MAR TERRITORIAL,TERRORISMO Y SU FINANCIACIÓN
365,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,13:00,VIVIENDA/ALOJAMIENTO,CASA/VILLA,0,0,0,0,0,MAR TERRITORIAL,MAR TERRITORIAL,MAR TERRITORIAL,0,0,0,MAR TERRITORIAL,MAR TERRITORIAL,MAR TERRITORIAL,TERRORISMO Y SU FINANCIACIÓN
366,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,DECOMISO,IMPORTADA,14/1/2024,18:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D09,09D09C03,09D09C03S01,ZONA 8,CEIBOS,CHONGON,CHONGON 1,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
367,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,RETENIDO,IMPORTADA,14/1/2024,18:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D06,09D06C02,09D06C02S08,ZONA 8,FLORIDA,MARTHA DE ROLDOS,MARTHA DE ROLDOS 8,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
368,05.02.007,ARMA DE FUEGO,ESCOPETA,1,OTRO,TIRO A TIRO,DECOMISO,IMPORTADA,14/1/2024,23:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,0,0,0,0,0,MAR TERRITORIAL,MAR TERRITORIAL,MAR TERRITORIAL,0,0,0,MAR TERRITORIAL,MAR TERRITORIAL,MAR TERRITORIAL,DELITOS CONTRA LA SEGURIDAD PÚBLICA
369,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.32,TIRO A TIRO,ENTREGADO,ARTESANAL,14/1/2024,22:20,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 4,13D01,13D01C03,13D01C03S01,ZONA 4,PORTOVIEJO,LOS CEREZOS,LOS CEREZOS 1,13,1301,130150,MANABI,PORTOVIEJO,PORTOVIEJO,DELITOS CONTRA LA SEGURIDAD PÚBLICA
370,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,SE DESCONOCE,RETENIDO,ARTESANAL,14/1/2024,23:30,VIVIENDA/ALOJAMIENTO,CASA/VILLA,ZONA 1,08D01,08D01C13,08D01C13S02,ZONA 1,ESMERALDAS,CENTRO,CENTRO 2,8,801,80150,ESMERALDAS,ESMERALDAS,ESMERALDAS,DELITOS CONTRA LA SEGURIDAD PÚBLICA
371,05.02.020,ARMA DE FUEGO,OTROS,1,OTRO,SE DESCONOCE,RETENIDO,ARTESANAL,14/1/2024,17:15,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D01,09D01C03,09D01C03S02,ZONA 8,SUR,FLORESTA,FLORESTA 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA EL DERECHO A LA PROPIEDAD
372,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,15/1/2024,0:10,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 5,24D02,24D02C02,24D02C02S01,ZONA 5,LIBERTAD SALINAS,VIRGEN DEL CARMEN,VIRGEN DEL CARMEN 1,24,2402,240250,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,DELITOS CONTRA LA SEGURIDAD PÚBLICA
373,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,DECOMISO,IMPORTADA,14/1/2024,10:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-MACHALA,ZONA 7,07D02,07D02C06,07D02C06S01,ZONA 7,MACHALA,GRAL SERRANO,GRAL SERRANO 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
374,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,DECOMISO,IMPORTADA,14/1/2024,10:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-MACHALA,ZONA 7,07D02,07D02C06,07D02C06S01,ZONA 7,MACHALA,GRAL SERRANO,GRAL SERRANO 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
375,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,ARTESANAL,15/1/2024,1:45,ÁREA PRIVADA,ESPACIO PRIVADO,ZONA 4,23D02,23D02C06,23D02C06S02,ZONA 4,SANTO DOMINGO OESTE,PLAN DE VIVIENDA,PLAN DE VIVIENDA 2,23,2301,230150,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
376,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,7:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-MACHALA,ZONA 7,07D02,07D02C06,07D02C06S01,ZONA 7,MACHALA,GRAL SERRANO,GRAL SERRANO 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
377,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,ARTESANAL,14/1/2024,7:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-MACHALA,ZONA 7,07D02,07D02C06,07D02C06S01,ZONA 7,MACHALA,GRAL SERRANO,GRAL SERRANO 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
378,05.02.008,ARMA DE FUEGO,FUSILES,1,223(5.56 mm),SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,7:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-MACHALA,ZONA 7,07D02,07D02C06,07D02C06S01,ZONA 7,MACHALA,GRAL SERRANO,GRAL SERRANO 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
379,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,IMPORTADA,14/1/2024,7:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-MACHALA,ZONA 7,07D02,07D02C06,07D02C06S01,ZONA 7,MACHALA,GRAL SERRANO,GRAL SERRANO 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
380,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,APREHENDIDO,IMPORTADA,14/1/2024,7:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-MACHALA,ZONA 7,07D02,07D02C06,07D02C06S01,ZONA 7,MACHALA,GRAL SERRANO,GRAL SERRANO 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
381,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SEMI AUTOMÁTICO,APREHENDIDO,IMPORTADA,14/1/2024,7:30,CENTRO DE REHABILITACIÓN SOCIAL (CRS),CRS MASCULINO-MACHALA,ZONA 7,07D02,07D02C06,07D02C06S01,ZONA 7,MACHALA,GRAL SERRANO,GRAL SERRANO 1,7,701,70150,EL ORO,MACHALA,MACHALA,DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
382,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,SE DESCONOCE,APREHENDIDO,IMPORTADA,15/1/2024,0:10,CENTROS DE DIVERSIÓN,BAR,ZONA 8,09D23,09D23C01,09D23C01S05,ZONA 8,SAMBORONDON,SAMBORONDON,SAMBORONDON 5,9,916,91650,GUAYAS,SAMBORONDON,SAMBORONDON,DELITOS CONTRA LA SEGURIDAD PÚBLICA
383,05.02.013,ARMA DE FUEGO,PISTOLAS,1,9 mm,TIRO A TIRO,APREHENDIDO,IMPORTADA,15/1/2024,0:00,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 8,09D03,09D03C02,09D03C02S02,ZONA 8,9 DE OCTUBRE,VICTORIA,VICTORIA 2,9,901,90150,GUAYAS,GUAYAQUIL,GUAYAQUIL,DELITOS CONTRA LA LIBERTAD PERSONAL
384,05.02.006,ARMA DE FUEGO,CARTUCHERAS,1,OTRO,TIRO A TIRO,INCAUTADA,ARTESANAL,14/1/2024,17:00,VIVIENDA/ALOJAMIENTO,COVACHA/CHOZA,ZONA 8,09D24,09D24C03,09D24C03S01,ZONA 8,DURAN,PANORAMA,PANORAMA 1,9,907,90750,GUAYAS,DURAN,ELOY ALFARO (DURAN),DELITOS CONTRA EL DERECHO A LA PROPIEDAD
385,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,DECOMISO,ARTESANAL,14/1/2024,17:00,VIVIENDA/ALOJAMIENTO,COVACHA/CHOZA,ZONA 8,09D24,09D24C03,09D24C03S01,ZONA 8,DURAN,PANORAMA,PANORAMA 1,9,907,90750,GUAYAS,DURAN,ELOY ALFARO (DURAN),DELITOS CONTRA EL DERECHO A LA PROPIEDAD
386,05.02.015,ARMA DE FUEGO,REVÓLVERES,1,.38,TIRO A TIRO,DECOMISO,ARTESANAL,14/1/2024,17:00,VIVIENDA/ALOJAMIENTO,COVACHA/CHOZA,ZONA 8,09D24,09D24C03,09D24C03S01,ZONA 8,DURAN,PANORAMA,PANORAMA 1,9,907,90750,GUAYAS,DURAN,ELOY ALFARO (DURAN),DELITOS CONTRA EL DERECHO A LA PROPIEDAD
387,05.02.004,ARMA DE FUEGO,CARABINAS,1,OTRO,TIRO A TIRO,APREHENDIDO,ARTESANAL,14/1/2024,0:30,ÁREAS DE ACCESO PUBLICO,VÍA PÚBLICA,ZONA 1,08D04,08D04C09,08D04C09S01,ZONA 1,QUININDE,VICHE,VICHE 1,8,804,80454,ESMERALDAS,QUININDE,VICHE,DELITOS CONTRA LA SEGURIDAD PÚBLICA
