codigo_iccs;subtipo_objeto_robado;nombre_objeto;cantidad;calibre;clase_arma;calidad_de;fabricacion;fecha_evento;hora_evento;tipo_lugar;lugar;codigo_zona;codigo_distrito;codigo_circuito;codigo_subcircuito;nombre_zona;nombre_distrito;nombre_circuito;nombre_subcircuito;codigo_provincia;codigo_canton;codigo_parroquia;nombre_provincia;nombre_canton;nombre_parroquia;tipo_delito
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;INCAUTADA;ARTESANAL;28/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C09;12D06C09S01;ZONA 5;BUENA FE;EL VERGEL SUR;EL VERGEL SUR 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;INCAUTADA;ARTESANAL;28/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C09;12D06C09S01;ZONA 5;BUENA FE;EL VERGEL SUR;EL VERGEL SUR 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;TIRO A TIRO;INCAUTADA;IMPORTADA;28/1/2024;13:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C09;12D06C09S01;ZONA 5;BUENA FE;EL VERGEL SUR;EL VERGEL SUR 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;INCAUTADA;ARTESANAL;28/1/2024;17:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 5;12D03;12D03C04;12D03C04S01;ZONA 5;QUEVEDO;LA MERCED;LA MERCED 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;OTRO;TIRO A TIRO;DECOMISO;IMPORTADA;28/1/2024;21:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D06;12D06C07;12D06C07S01;ZONA 5;BUENA FE;LA NUEVA UNION;LA NUEVA UNION 1;12;1211;121150;LOS RIOS;VALENCIA;VALENCIA;TERRORISMO Y SU FINANCIACIÓN
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/1/2024;18:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/1/2024;18:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.008;ARMA DE FUEGO;FUSILES;1;OTRO;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/1/2024;18:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SE DESCONOCE;APREHENDIDO;IMPORTADA;28/1/2024;18:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;TIRO A TIRO;DECOMISO;IMPORTADA;28/1/2024;18:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 7;11D09;11D09C01;11D09C01S01;ZONA 7;ZAPOTILLO;ZAPOTILLO;ZAPOTILLO 1;11;1113;111350;LOJA;ZAPOTILLO;ZAPOTILLO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;DECOMISO;IMPORTADA;28/1/2024;22:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D01;13D01C05;13D01C05S01;ZONA 4;PORTOVIEJO;SAN PABLO;SAN PABLO 1;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.011;ARMA DE FUEGO;OTROS ARMAS CORTAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/1/2024;17:20;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D09;09D09C01;09D09C01S01;ZONA 8;CEIBOS;LOS CEIBOS;LOS CEIBOS 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/1/2024;17:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D09;09D09C01;09D09C01S01;ZONA 8;CEIBOS;LOS CEIBOS;LOS CEIBOS 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;SE DESCONOCE;APREHENDIDO;IMPORTADA;28/1/2024;21:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D02;09D02C01;09D02C01S01;ZONA 8;ESTEROS;ESTEROS;ESTEROS 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;ABANDONADO;ARTESANAL;29/1/2024;5:40;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 9;17D04;17D04C01;17D04C01S02;ZONA 9;MANUELA SAENZ;MONJAS COLLACOTO;MONJAS COLLACOTO 2;17;1701;170150;PICHINCHA;QUITO;QUITO;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;ENTREGADO;ARTESANAL;29/1/2024;5:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D01;08D01C03;08D01C03S01;ZONA 1;ESMERALDAS;AIRE LIBRE;AIRE LIBRE 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;29/1/2024;1:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;09D19;09D19C02;09D19C02S01;ZONA 5;DAULE;JUAN BAUTISTA AGUIRRE;JUAN BAUTISTA AGUIRRE 1;9;906;90650;GUAYAS;DAULE;DAULE;DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACIÓN PÚBLICA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;28/1/2024;22:40;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;24D02;24D02C02;24D02C02S01;ZONA 5;LIBERTAD SALINAS;VIRGEN DEL CARMEN;VIRGEN DEL CARMEN 1;24;2402;240250;SANTA ELENA;LA LIBERTAD;LA LIBERTAD;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;INCAUTADA;ARTESANAL;29/1/2024;5:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D01;08D01C03;08D01C03S01;ZONA 1;ESMERALDAS;AIRE LIBRE;AIRE LIBRE 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/1/2024;18:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.008;ARMA DE FUEGO;FUSILES;1;OTRO;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/1/2024;18:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/1/2024;18:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;28/1/2024;18:30;CENTRO DE REHABILITACIÓN SOCIAL (CRS);CRS MASCULINO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA TUTELA JUDICIAL EFECTIVA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;INCAUTADA;ARTESANAL;29/1/2024;5:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;08D01;08D01C03;08D01C03S01;ZONA 1;ESMERALDAS;AIRE LIBRE;AIRE LIBRE 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;SE DESCONOCE;DECOMISO;ARTESANAL;28/1/2024;19:40;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;09D15;09D15C05;09D15C05S01;ZONA 5;EL EMPALME;EMPALME SURESTE;EMPALME SURESTE 1;9;908;90850;GUAYAS;EMPALME;VELASCO IBARRA (CAB. EL EMPALME);DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;OTRO;TIRO A TIRO;APREHENDIDO;ARTESANAL;28/1/2024;22:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 2;17D12;17D12C04;17D12C04S02;ZONA 2;NOROCCIDENTE;LOS BANCOS;LOS BANCOS 2;17;1707;170751;PICHINCHA;SAN MIGUEL DE LOS BANCOS;MINDO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;SEMI AUTOMÁTICO;INCAUTADA;ARTESANAL;28/1/2024;15:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D05;12D05C03;12D05C03S01;ZONA 5;VINCES;SANTA MARTHA;SANTA MARTHA 1;12;1208;120850;LOS RIOS;VINCES;VINCES;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;RETENIDO;IMPORTADA;29/1/2024;3:00;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;24D01;24D01C07;24D01C07S01;ZONA 5;SANTA ELENA;PALMAR;PALMAR 1;24;2401;240152;SANTA ELENA;SANTA ELENA;COLONCHE;DELITOS POR LA PRODUCCIÓN O TRÁFICO ILÍCITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACIÓN
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.32;TIRO A TIRO;ENTREGADO;IMPORTADA;29/1/2024;12:00;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 4;13D01;13D01C04;13D01C04S04;ZONA 4;PORTOVIEJO;EL FLORON;EL FLORON 4;13;1301;130150;MANABI;PORTOVIEJO;PORTOVIEJO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;INCAUTADA;IMPORTADA;29/1/2024;12:15;CENTRO DE PRIVACIÓN PROVISIONAL DE LIBERTAD (CPPL);CPPL MIXTO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;INCAUTADA;IMPORTADA;29/1/2024;12:15;CENTRO DE PRIVACIÓN PROVISIONAL DE LIBERTAD (CPPL);CPPL MIXTO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;INCAUTADA;IMPORTADA;29/1/2024;12:15;CENTRO DE PRIVACIÓN PROVISIONAL DE LIBERTAD (CPPL);CPPL MIXTO-GUAYAQUIL;ZONA 8;09D07;09D07C07;09D07C07S02;ZONA 8;PASCUALES;SAN FRANCISCO;SAN FRANCISCO 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SE DESCONOCE;ABANDONADO;ARTESANAL;29/1/2024;10:33;ÁREAS DE ACCESO PUBLICO;RÍO;ZONA 1;08D05;08D05C04;08D05C04S01;ZONA 1;SAN LORENZO;CARONDELET;CARONDELET 1;8;805;80561;ESMERALDAS;SAN LORENZO;TULULBI (CAB. EN RICAURTE);DELITOS CONTRA LOS RECURSOS MINEROS
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;27/1/2024;18:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D07;09D07C04;09D07C04S01;ZONA 8;PASCUALES;MUCHO LOTE;MUCHO LOTE 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;IMPORTADA;27/1/2024;18:50;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D07;09D07C04;09D07C04S01;ZONA 8;PASCUALES;MUCHO LOTE;MUCHO LOTE 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA INVIOLABILIDAD DE LA VIDA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;RECUPERADO;ARTESANAL;29/1/2024;18:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;10D01;10D01C09;10D01C09S01;ZONA 1;CIUDAD BLANCA;LAS LOMAS;LAS LOMAS 1;10;1001;100150;IMBABURA;IBARRA;SAN MIGUEL DE IBARRA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;RETENIDO;ARTESANAL;29/1/2024;18:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 1;10D01;10D01C09;10D01C09S01;ZONA 1;CIUDAD BLANCA;LAS LOMAS;LAS LOMAS 1;10;1001;100150;IMBABURA;IBARRA;SAN MIGUEL DE IBARRA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;IMPORTADA;29/1/2024;15:50;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D04;09D04C04;09D04C04S02;ZONA 8;PORTETE;PORTETE;PORTETE 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.017;ARMA DE FUEGO;SUBAMETRALLADORA;1;9 mm;SEMI AUTOMÁTICO;INCAUTADA;IMPORTADA;29/1/2024;14:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D02;13D02C10;13D02C10S04;ZONA 4;MANTA;CUBA;CUBA 4;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.016;ARMA DE FUEGO;RIFLES;1;OTRO;TIRO A TIRO;INCAUTADA;IMPORTADA;29/1/2024;14:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D02;13D02C10;13D02C10S04;ZONA 4;MANTA;CUBA;CUBA 4;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SE DESCONOCE;INCAUTADA;ARTESANAL;29/1/2024;14:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D02;13D02C10;13D02C10S04;ZONA 4;MANTA;CUBA;CUBA 4;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.017;ARMA DE FUEGO;SUBAMETRALLADORA;1;9 mm;SEMI AUTOMÁTICO;INCAUTADA;IMPORTADA;29/1/2024;14:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D02;13D02C10;13D02C10S04;ZONA 4;MANTA;CUBA;CUBA 4;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;INCAUTADA;IMPORTADA;29/1/2024;14:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D02;13D02C10;13D02C10S04;ZONA 4;MANTA;CUBA;CUBA 4;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;INCAUTADA;IMPORTADA;29/1/2024;14:30;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 4;13D02;13D02C10;13D02C10S04;ZONA 4;MANTA;CUBA;CUBA 4;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.006;ARMA DE FUEGO;CARTUCHERAS;1;OTRO;TIRO A TIRO;ENTREGADO;IMPORTADA;29/1/2024;18:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 5;12D03;12D03C02;12D03C02S01;ZONA 5;QUEVEDO;CONTROL;CONTROL 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.22;TIRO A TIRO;APREHENDIDO;ARTESANAL;30/1/2024;0:25;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 3;05D01;05D01C14;05D01C14S01;ZONA 3;LATACUNGA;TERMINAL TERRESTRE;TERMINAL TERRESTRE 1;5;501;50150;COTOPAXI;LATACUNGA;LATACUNGA;DELITOS CONTRA EL DERECHO A LA PROPIEDAD
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;SE DESCONOCE;APREHENDIDO;IMPORTADA;29/1/2024;21:45;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D03;12D03C09;12D03C09S01;ZONA 5;QUEVEDO;SAN CARLOS;SAN CARLOS 1;12;1205;120553;LOS RIOS;QUEVEDO;SAN CARLOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.011;ARMA DE FUEGO;OTROS ARMAS CORTAS;1;223(5.56 mm);SE DESCONOCE;APREHENDIDO;ARTESANAL;29/1/2024;21:45;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D03;12D03C09;12D03C09S01;ZONA 5;QUEVEDO;SAN CARLOS;SAN CARLOS 1;12;1205;120553;LOS RIOS;QUEVEDO;SAN CARLOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.012;ARMA DE FUEGO;OTROS ARMAS LARGAS;1;OTRO;SE DESCONOCE;APREHENDIDO;ARTESANAL;29/1/2024;21:45;VIVIENDA/ALOJAMIENTO;CASA/VILLA;ZONA 5;12D03;12D03C09;12D03C09S01;ZONA 5;QUEVEDO;SAN CARLOS;SAN CARLOS 1;12;1205;120553;LOS RIOS;QUEVEDO;SAN CARLOS;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;SE DESCONOCE;APREHENDIDO;ARTESANAL;30/1/2024;12:30;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 3;06D05;06D05C02;06D05C02S01;ZONA 3;GUANO;GUANO;GUANO 1;6;607;60750;CHIMBORAZO;GUANO;GUANO;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.017;ARMA DE FUEGO;SUBAMETRALLADORA;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;ARTESANAL;30/1/2024;8:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D01;09D01C06;09D01C06S01;ZONA 8;SUR;PUNA;PUNA 1;9;901;90157;GUAYAS;GUAYAQUIL;PUNA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;IMPORTADA;30/1/2024;8:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D01;09D01C06;09D01C06S01;ZONA 8;SUR;PUNA;PUNA 1;9;901;90157;GUAYAS;GUAYAQUIL;PUNA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;OTRO;TIRO A TIRO;APREHENDIDO;IMPORTADA;30/1/2024;8:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D01;09D01C06;09D01C06S01;ZONA 8;SUR;PUNA;PUNA 1;9;901;90157;GUAYAS;GUAYAQUIL;PUNA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.017;ARMA DE FUEGO;SUBAMETRALLADORA;1;9 mm;AUTOMÁTICO;APREHENDIDO;ARTESANAL;30/1/2024;8:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D01;09D01C06;09D01C06S01;ZONA 8;SUR;PUNA;PUNA 1;9;901;90157;GUAYAS;GUAYAQUIL;PUNA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.007;ARMA DE FUEGO;ESCOPETA;1;.38;TIRO A TIRO;APREHENDIDO;ARTESANAL;30/1/2024;8:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D01;09D01C06;09D01C06S01;ZONA 8;SUR;PUNA;PUNA 1;9;901;90157;GUAYAS;GUAYAQUIL;PUNA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;OTRO;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;30/1/2024;11:30;ÁREA PRIVADA;ESPACIO PRIVADO;ZONA 8;09D24;09D24C08;09D24C08S02;ZONA 8;DURAN;LIGA CANTONAL;LIGA CANTONAL 2;9;907;90750;GUAYAS;DURAN;ELOY ALFARO (DURAN);DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.013;ARMA DE FUEGO;PISTOLAS;1;9 mm;SEMI AUTOMÁTICO;INCAUTADA;IMPORTADA;30/1/2024;11:45;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 4;13D02;13D02C11;13D02C11S01;ZONA 4;MANTA;SAN JUAN;SAN JUAN 1;13;1308;130850;MANABI;MANTA;MANTA;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.017;ARMA DE FUEGO;SUBAMETRALLADORA;1;9 mm;SEMI AUTOMÁTICO;APREHENDIDO;IMPORTADA;30/1/2024;14:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D08;09D08C02;09D08C02S03;ZONA 8;NUEVA PROSPERINA;FORTIN;FORTIN 3;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;ARTESANAL;30/1/2024;14:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D08;09D08C02;09D08C02S03;ZONA 8;NUEVA PROSPERINA;FORTIN;FORTIN 3;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
05.02.015;ARMA DE FUEGO;REVÓLVERES;1;.38;TIRO A TIRO;APREHENDIDO;IMPORTADA;30/1/2024;14:00;ÁREAS DE ACCESO PUBLICO;VÍA PÚBLICA;ZONA 8;09D08;09D08C02;09D08C02S03;ZONA 8;NUEVA PROSPERINA;FORTIN;FORTIN 3;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;DELITOS CONTRA LA SEGURIDAD PÚBLICA
